,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,year,month,day_of_month,team_str
33,2015-01-03,Quarter1,finishing,Saturday,2,0.8,4.15,0.0,960,0,0.0,0,0,8.0,0.782447917,2015,1,3,2
34,2015-01-03,Quarter1,sweing,Saturday,2,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303,2015,1,3,2
35,2015-01-03,Quarter1,finishing,Saturday,10,0.7,4.15,0.0,960,0,0.0,0,0,8.0,0.7018125,2015,1,3,10
36,2015-01-03,Quarter1,sweing,Saturday,4,0.7,23.69,544.0,13800,0,0.0,0,0,60.0,0.700134038,2015,1,3,4
37,2015-01-03,Quarter1,sweing,Saturday,9,0.7,28.08,1072.0,6900,40,0.0,0,0,57.5,0.699965217,2015,1,3,9
38,2015-01-03,Quarter1,finishing,Saturday,8,0.8,2.9,0.0,960,0,0.0,0,0,8.0,0.628333333,2015,1,3,8
39,2015-01-03,Quarter1,finishing,Saturday,7,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.6253125,2015,1,3,7
40,2015-01-04,Quarter1,finishing,Sunday,3,0.75,4.15,0.0,1560,0,0.0,0,0,8.0,0.991388889,2015,1,4,3
41,2015-01-04,Quarter1,finishing,Sunday,9,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.931645833,2015,1,4,9
42,2015-01-04,Quarter1,finishing,Sunday,1,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.915229167,2015,1,4,1
43,2015-01-04,Quarter1,sweing,Sunday,6,0.8,11.61,539.0,6975,50,0.0,0,0,31.0,0.879714482,2015,1,4,6
44,2015-01-04,Quarter1,finishing,Sunday,4,0.8,3.94,0.0,6600,0,0.0,0,0,20.0,0.861679012,2015,1,4,4
45,2015-01-04,Quarter1,sweing,Sunday,9,0.8,26.16,1278.0,7080,60,0.0,0,0,59.0,0.850569492,2015,1,4,9
46,2015-01-04,Quarter1,sweing,Sunday,7,0.8,25.9,1227.0,7020,60,0.0,0,0,56.5,0.850436438,2015,1,4,7
47,2015-01-04,Quarter1,sweing,Sunday,8,0.8,25.9,1039.0,6780,45,0.0,0,0,56.5,0.850345133,2015,1,4,8
48,2015-01-04,Quarter1,sweing,Sunday,4,0.8,28.08,878.0,4260,50,0.0,0,0,55.5,0.800598058,2015,1,4,4
49,2015-01-04,Quarter1,sweing,Sunday,1,0.8,26.16,1033.0,7080,63,0.0,0,0,59.0,0.800318644,2015,1,4,1
50,2015-01-04,Quarter1,sweing,Sunday,2,0.8,28.08,782.0,6660,50,0.0,0,0,55.5,0.800237838,2015,1,4,2
51,2015-01-04,Quarter1,sweing,Sunday,12,0.8,11.61,1216.0,6975,50,0.0,0,0,31.0,0.800030199,2015,1,4,12
52,2015-01-04,Quarter1,finishing,Sunday,2,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.792104167,2015,1,4,2
53,2015-01-04,Quarter1,finishing,Sunday,10,0.7,3.94,0.0,4320,0,0.0,0,0,18.0,0.759228395,2015,1,4,10
54,2015-01-04,Quarter1,sweing,Sunday,11,0.75,19.31,513.0,6480,45,0.0,0,0,54.0,0.750348457,2015,1,4,11
55,2015-01-04,Quarter1,sweing,Sunday,3,0.75,19.87,734.0,6600,45,0.0,0,0,55.0,0.75024303,2015,1,4,3
56,2015-01-04,Quarter1,sweing,Sunday,10,0.7,28.08,1202.0,6900,40,0.0,0,0,57.5,0.699965217,2015,1,4,10
57,2015-01-04,Quarter1,finishing,Sunday,8,0.8,2.9,0.0,960,0,0.0,0,0,8.0,0.682708333,2015,1,4,8
58,2015-01-04,Quarter1,finishing,Sunday,7,0.8,2.9,0.0,960,0,0.0,0,0,8.0,0.667604167,2015,1,4,7
59,2015-01-04,Quarter1,sweing,Sunday,5,0.7,45.67,884.0,6960,26,0.0,0,0,58.0,0.603432184,2015,1,4,5
60,2015-01-04,Quarter1,finishing,Sunday,11,0.75,4.15,0.0,960,0,0.0,0,0,8.0,0.345833333,2015,1,4,11
61,2015-01-05,Quarter1,finishing,Monday,1,0.8,3.94,0.0,1920,0,0.0,0,0,8.0,0.961059028,2015,1,5,1
62,2015-01-05,Quarter1,finishing,Monday,11,0.8,3.94,0.0,2400,0,0.0,0,0,10.0,0.939513889,2015,1,5,11
63,2015-01-05,Quarter1,finishing,Monday,4,0.8,3.94,0.0,3840,0,0.0,0,0,16.0,0.893663194,2015,1,5,4
64,2015-01-05,Quarter1,finishing,Monday,3,0.75,4.15,0.0,1920,0,0.0,0,0,8.0,0.875390625,2015,1,5,3
65,2015-01-05,Quarter1,sweing,Monday,9,0.8,26.16,1227.0,7080,75,0.0,0,0,59.0,0.850569492,2015,1,5,9
66,2015-01-05,Quarter1,finishing,Monday,9,0.8,2.9,0.0,1920,0,0.0,0,0,8.0,0.820833333,2015,1,5,9
67,2015-01-05,Quarter1,finishing,Monday,2,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.804416667,2015,1,5,2
68,2015-01-05,Quarter1,sweing,Monday,7,0.8,25.9,1255.0,6780,50,0.0,0,0,56.5,0.800684366,2015,1,5,7
69,2015-01-05,Quarter1,sweing,Monday,8,0.8,25.9,1047.0,6780,38,0.0,0,0,56.5,0.800684366,2015,1,5,8
70,2015-01-05,Quarter1,sweing,Monday,1,0.8,26.16,1138.0,7080,63,0.0,0,0,59.0,0.800318644,2015,1,5,1
71,2015-01-05,Quarter1,sweing,Monday,11,0.8,19.31,678.0,4800,50,0.0,0,0,55.0,0.800250962,2015,1,5,11
72,2015-01-05,Quarter1,sweing,Monday,6,0.8,11.61,712.0,7200,50,0.0,0,0,32.0,0.800246011,2015,1,5,6
73,2015-01-05,Quarter1,sweing,Monday,12,0.8,11.61,1037.0,7200,50,0.0,0,0,32.0,0.800246011,2015,1,5,12
74,2015-01-05,Quarter1,sweing,Monday,2,0.8,28.08,757.0,6900,50,0.0,0,0,57.5,0.800076522,2015,1,5,2
75,2015-01-05,Quarter1,sweing,Monday,4,0.8,28.08,759.0,6900,50,0.0,0,0,57.5,0.800076522,2015,1,5,4
76,2015-01-05,Quarter1,finishing,Monday,10,0.75,2.9,0.0,960,0,0.0,0,0,8.0,0.763375,2015,1,5,10
77,2015-01-05,Quarter1,finishing,Monday,5,0.6,2.9,0.0,960,0,0.0,0,0,8.0,0.759270833,2015,1,5,5
78,2015-01-05,Quarter1,sweing,Monday,10,0.75,28.08,1083.0,7020,45,0.0,0,0,58.5,0.7504,2015,1,5,10
79,2015-01-05,Quarter1,sweing,Monday,3,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303,2015,1,5,3
80,2015-01-05,Quarter1,finishing,Monday,7,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.676666667,2015,1,5,7
81,2015-01-05,Quarter1,finishing,Monday,8,0.8,2.9,0.0,960,0,0.0,0,0,8.0,0.664583333,2015,1,5,8
82,2015-01-05,Quarter1,sweing,Monday,5,0.6,21.98,666.0,6960,23,0.0,0,0,58.0,0.600028736,2015,1,5,5
83,2015-01-06,Quarter1,finishing,Tuesday,4,0.8,3.94,0.0,4440,0,0.0,0,0,18.0,0.966781346,2015,1,6,4
84,2015-01-06,Quarter1,finishing,Tuesday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.936496212,2015,1,6,1
85,2015-01-06,Quarter1,finishing,Tuesday,3,0.75,4.15,0.0,1800,0,0.0,0,0,10.0,0.899166667,2015,1,6,3
86,2015-01-06,Quarter1,finishing,Tuesday,11,0.8,4.15,0.0,2700,0,0.0,0,0,15.0,0.888686869,2015,1,6,11
87,2015-01-06,Quarter1,finishing,Tuesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,2015,1,6,9
88,2015-01-06,Quarter1,sweing,Tuesday,1,0.8,26.16,1187.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,6,1
89,2015-01-06,Quarter1,sweing,Tuesday,9,0.8,26.16,1305.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,6,9
90,2015-01-06,Quarter1,finishing,Tuesday,10,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,0.809640152,2015,1,6,10
91,2015-01-06,Quarter1,finishing,Tuesday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.805909091,2015,1,6,2
92,2015-01-06,Quarter1,sweing,Tuesday,2,0.8,28.08,716.0,10350,50,0.0,0,0,57.5,0.800594466,2015,1,6,2
93,2015-01-06,Quarter1,sweing,Tuesday,4,0.8,28.08,925.0,10350,50,0.0,0,0,57.5,0.800594466,2015,1,6,4
94,2015-01-06,Quarter1,sweing,Tuesday,3,0.8,19.87,963.0,9900,50,0.0,0,0,55.0,0.800273829,2015,1,6,3
95,2015-01-06,Quarter1,sweing,Tuesday,12,0.8,11.61,1101.0,5310,50,0.0,0,0,31.5,0.800140969,2015,1,6,12
96,2015-01-06,Quarter1,sweing,Tuesday,7,0.8,25.9,1035.0,10170,38,0.0,0,0,56.5,0.800128721,2015,1,6,7
97,2015-01-06,Quarter1,sweing,Tuesday,8,0.8,25.9,1083.0,10170,38,0.0,0,0,56.5,0.800128721,2015,1,6,8
98,2015-01-06,Quarter1,sweing,Tuesday,6,0.8,11.61,910.0,4470,38,0.0,0,0,31.5,0.80007657,2015,1,6,6
99,2015-01-06,Quarter1,sweing,Tuesday,10,0.75,28.08,1209.0,10530,45,0.0,0,0,58.5,0.750545455,2015,1,6,10
100,2015-01-06,Quarter1,sweing,Tuesday,11,0.75,19.31,590.0,9900,45,0.0,0,0,55.0,0.750057851,2015,1,6,11
101,2015-01-06,Quarter1,finishing,Tuesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.681060606,2015,1,6,8
102,2015-01-06,Quarter1,sweing,Tuesday,5,0.65,21.98,808.0,10440,35,0.0,0,0,58.0,0.649983281,2015,1,6,5
103,2015-01-06,Quarter1,finishing,Tuesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.61625,2015,1,6,7
104,2015-01-07,Quarter1,finishing,Wednesday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.951420455,2015,1,7,1
105,2015-01-07,Quarter1,finishing,Wednesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.880530303,2015,1,7,9
106,2015-01-07,Quarter1,sweing,Wednesday,1,0.8,26.16,1179.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,7,1
107,2015-01-07,Quarter1,sweing,Wednesday,9,0.8,26.16,1324.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,7,9
108,2015-01-07,Quarter1,sweing,Wednesday,8,0.8,25.9,1135.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,7,8
109,2015-01-07,Quarter1,finishing,Wednesday,3,0.75,4.15,0.0,2700,0,0.0,0,0,15.0,0.83,2015,1,7,3
110,2015-01-07,Quarter1,finishing,Wednesday,4,0.8,3.94,0.0,4440,0,0.0,0,0,18.0,0.827186544,2015,1,7,4
111,2015-01-07,Quarter1,finishing,Wednesday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.813371212,2015,1,7,2
112,2015-01-07,Quarter1,finishing,Wednesday,10,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,0.805909091,2015,1,7,10
113,2015-01-07,Quarter1,finishing,Wednesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.804640152,2015,1,7,7
114,2015-01-07,Quarter1,sweing,Wednesday,2,0.8,28.08,776.0,10350,63,0.0,0,0,57.5,0.800594466,2015,1,7,2
115,2015-01-07,Quarter1,sweing,Wednesday,4,0.8,28.08,990.0,10350,50,0.0,0,0,57.5,0.800594466,2015,1,7,4
116,2015-01-07,Quarter1,sweing,Wednesday,6,0.8,11.41,986.0,5490,50,0.0,0,0,30.5,0.800343766,2015,1,7,6
117,2015-01-07,Quarter1,sweing,Wednesday,3,0.8,19.87,924.0,9900,50,0.0,0,0,55.0,0.800273829,2015,1,7,3
118,2015-01-07,Quarter1,sweing,Wednesday,12,0.8,11.61,1120.0,5670,50,0.0,0,0,31.5,0.800246753,2015,1,7,12
119,2015-01-07,Quarter1,sweing,Wednesday,7,0.8,25.9,1066.0,10170,50,0.0,0,0,56.5,0.800128721,2015,1,7,7
120,2015-01-07,Quarter1,sweing,Wednesday,10,0.75,28.08,1144.0,10530,69,0.0,0,0,58.5,0.8,2015,1,7,10
121,2015-01-07,Quarter1,sweing,Wednesday,5,0.7,21.98,413.0,9720,40,0.0,0,0,58.0,0.700480831,2015,1,7,5
122,2015-01-07,Quarter1,finishing,Wednesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.681060606,2015,1,7,8
123,2015-01-07,Quarter1,finishing,Wednesday,6,0.8,2.9,0.0,1800,0,0.0,0,0,10.0,0.666515152,2015,1,7,6
124,2015-01-07,Quarter1,sweing,Wednesday,11,0.8,31.83,568.0,9900,40,0.0,0,0,55.0,0.412119835,2015,1,7,11
125,2015-01-07,Quarter1,finishing,Wednesday,5,0.7,4.15,0.0,1440,0,0.0,0,0,8.0,0.330113636,2015,1,7,5
126,2015-01-08,Quarter2,finishing,Thursday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.947689394,2015,1,8,1
127,2015-01-08,Quarter2,finishing,Thursday,4,0.8,3.94,0.0,12600,0,0.0,0,0,20.0,0.919905405,2015,1,8,4
128,2015-01-08,Quarter2,sweing,Thursday,9,0.8,26.16,1216.0,10620,88,0.0,0,0,59.0,0.900215716,2015,1,8,9
129,2015-01-08,Quarter2,finishing,Thursday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.891723485,2015,1,8,9
130,2015-01-08,Quarter2,sweing,Thursday,1,0.8,26.16,1189.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,8,1
131,2015-01-08,Quarter2,sweing,Thursday,4,0.8,28.08,942.0,10530,75,0.0,0,0,58.5,0.850181818,2015,1,8,4
132,2015-01-08,Quarter2,sweing,Thursday,7,0.8,25.9,1050.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,8,7
133,2015-01-08,Quarter2,sweing,Thursday,8,0.8,25.9,1026.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,8,8
134,2015-01-08,Quarter2,finishing,Thursday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.835757576,2015,1,8,2
135,2015-01-08,Quarter2,finishing,Thursday,5,0.7,4.15,0.0,3840,0,0.0,0,0,8.0,0.821354167,2015,1,8,5
136,2015-01-08,Quarter2,sweing,Thursday,2,0.8,28.08,783.0,10050,63,0.0,0,0,58.5,0.800497246,2015,1,8,2
137,2015-01-08,Quarter2,sweing,Thursday,3,0.8,19.87,857.0,9900,50,0.0,0,0,55.0,0.800273829,2015,1,8,3
138,2015-01-08,Quarter2,sweing,Thursday,12,0.8,11.61,548.0,15120,63,0.0,0,0,31.5,0.800107143,2015,1,8,12
139,2015-01-08,Quarter2,sweing,Thursday,6,0.8,11.41,411.0,14640,50,0.0,0,0,30.5,0.800024932,2015,1,8,6
140,2015-01-08,Quarter2,sweing,Thursday,10,0.75,28.08,1066.0,10530,69,0.0,0,0,58.5,0.8,2015,1,8,10
141,2015-01-08,Quarter2,finishing,Thursday,10,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,0.779791667,2015,1,8,10
142,2015-01-08,Quarter2,finishing,Thursday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.735984848,2015,1,8,8
143,2015-01-08,Quarter2,finishing,Thursday,3,0.75,4.15,0.0,2160,0,0.0,0,0,12.0,0.712626263,2015,1,8,3
144,2015-01-08,Quarter2,finishing,Thursday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.681060606,2015,1,8,7
145,2015-01-08,Quarter2,finishing,Thursday,11,0.8,4.15,0.0,900,0,0.0,0,0,5.0,0.515606061,2015,1,8,11
146,2015-01-08,Quarter2,sweing,Thursday,11,0.35,12.52,287.0,25920,38,0.0,0,0,54.0,0.349951389,2015,1,8,11
147,2015-01-08,Quarter2,sweing,Thursday,5,0.7,42.41,724.0,10260,0,0.0,0,0,57.0,0.233705476,2015,1,8,5
148,2015-01-10,Quarter2,finishing,Saturday,1,0.8,3.94,0.0,2160,0,0.0,0,0,8.0,0.985,2015,1,10,1
149,2015-01-10,Quarter2,finishing,Saturday,3,0.75,4.15,0.0,2760,0,0.0,0,0,12.0,0.930340376,2015,1,10,3
150,2015-01-10,Quarter2,finishing,Saturday,4,0.8,3.94,0.0,6000,0,0.0,0,0,20.0,0.911589744,2015,1,10,4
151,2015-01-10,Quarter2,finishing,Saturday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,2015,1,10,9
152,2015-01-10,Quarter2,sweing,Saturday,9,0.8,26.16,1122.0,10620,75,0.0,0,0,59.0,0.851174114,2015,1,10,9
153,2015-01-10,Quarter2,sweing,Saturday,7,0.8,25.9,970.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,10,7
154,2015-01-10,Quarter2,sweing,Saturday,8,0.8,25.9,1158.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,10,8
155,2015-01-10,Quarter2,finishing,Saturday,10,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.846950758,2015,1,10,10
156,2015-01-10,Quarter2,finishing,Saturday,11,0.8,4.15,0.0,1440,0,0.0,0,0,8.0,0.817424242,2015,1,10,11
157,2015-01-10,Quarter2,finishing,Saturday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.817102273,2015,1,10,2
158,2015-01-10,Quarter2,sweing,Saturday,4,0.8,28.08,660.0,10440,63,0.0,0,0,58.0,0.801028213,2015,1,10,4
159,2015-01-10,Quarter2,sweing,Saturday,2,0.8,28.08,749.0,10350,63,0.0,0,0,57.5,0.800594466,2015,1,10,2
160,2015-01-10,Quarter2,sweing,Saturday,12,0.8,11.61,893.0,4710,50,0.0,0,0,31.5,0.800346445,2015,1,10,12
161,2015-01-10,Quarter2,sweing,Saturday,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.800343766,2015,1,10,6
162,2015-01-10,Quarter2,sweing,Saturday,1,0.8,26.16,1335.0,10620,63,0.0,0,0,59.0,0.800117103,2015,1,10,1
163,2015-01-10,Quarter2,sweing,Saturday,10,0.8,28.08,1082.0,10530,63,0.0,0,0,58.5,0.8,2015,1,10,10
164,2015-01-10,Quarter2,sweing,Saturday,3,0.75,19.87,1075.0,7080,45,0.0,0,0,56.0,0.750098351,2015,1,10,3
165,2015-01-10,Quarter2,sweing,Saturday,11,0.5,12.52,749.0,9540,38,0.0,0,0,53.0,0.673245283,2015,1,10,11
166,2015-01-10,Quarter2,finishing,Saturday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.670075758,2015,1,10,7
167,2015-01-10,Quarter2,finishing,Saturday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.628882576,2015,1,10,8
168,2015-01-10,Quarter2,sweing,Saturday,5,0.5,20.79,966.0,7680,0,0.0,0,0,56.0,0.388007813,2015,1,10,5
169,2015-01-10,Quarter2,finishing,Saturday,5,0.5,4.15,0.0,1440,0,0.0,0,0,8.0,0.337973485,2015,1,10,5
170,2015-01-11,Quarter2,finishing,Sunday,3,0.75,4.15,0.0,1440,0,0.0,0,0,8.0,0.93532197,2015,1,11,3
171,2015-01-11,Quarter2,finishing,Sunday,4,0.8,3.94,0.0,3600,0,0.0,0,0,20.0,0.925643939,2015,1,11,4
172,2015-01-11,Quarter2,sweing,Sunday,9,0.8,26.16,1095.0,10620,88,0.0,0,0,59.0,0.900215716,2015,1,11,9
173,2015-01-11,Quarter2,finishing,Sunday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.873068182,2015,1,11,1
174,2015-01-11,Quarter2,finishing,Sunday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,2015,1,11,9
175,2015-01-11,Quarter2,sweing,Sunday,1,0.8,26.16,1383.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,11,1
176,2015-01-11,Quarter2,sweing,Sunday,7,0.8,25.9,1012.0,10170,45,0.0,0,0,56.5,0.850136766,2015,1,11,7
177,2015-01-11,Quarter2,sweing,Sunday,8,0.8,25.9,1209.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,11,8
178,2015-01-11,Quarter2,finishing,Sunday,10,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.828295455,2015,1,11,10
179,2015-01-11,Quarter2,finishing,Sunday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.820833333,2015,1,11,2
180,2015-01-11,Quarter2,sweing,Sunday,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.800343766,2015,1,11,6
181,2015-01-11,Quarter2,sweing,Sunday,12,0.8,11.61,896.0,5670,50,0.0,0,0,31.5,0.800246753,2015,1,11,12
182,2015-01-11,Quarter2,sweing,Sunday,2,0.8,28.08,805.0,10530,63,0.0,0,0,58.5,0.8,2015,1,11,2
183,2015-01-11,Quarter2,sweing,Sunday,10,0.8,28.08,762.0,10530,38,0.0,0,0,58.5,0.8,2015,1,11,10
184,2015-01-11,Quarter2,sweing,Sunday,3,0.8,19.87,1043.0,6420,0,0.0,0,0,55.0,0.690182815,2015,1,11,3
185,2015-01-11,Quarter2,finishing,Sunday,11,0.8,4.15,0.0,1440,0,0.0,0,0,8.0,0.668087121,2015,1,11,11
186,2015-01-11,Quarter2,finishing,Sunday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.653598485,2015,1,11,8
187,2015-01-11,Quarter2,finishing,Sunday,5,0.5,4.15,0.0,1440,0,0.0,0,0,8.0,0.609138258,2015,1,11,5
188,2015-01-11,Quarter2,sweing,Sunday,11,0.6,12.52,831.0,9540,30,0.0,0,0,53.0,0.600229846,2015,1,11,11
189,2015-01-11,Quarter2,finishing,Sunday,6,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.597348485,2015,1,11,6
190,2015-01-11,Quarter2,finishing,Sunday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.590435606,2015,1,11,7
191,2015-01-11,Quarter2,sweing,Sunday,4,0.8,50.48,562.0,10440,0,0.0,0,0,58.0,0.473134796,2015,1,11,4
192,2015-01-11,Quarter2,sweing,Sunday,5,0.6,20.79,1208.0,7980,0,0.0,0,0,57.0,0.452979626,2015,1,11,5
193,2015-01-12,Quarter2,finishing,Monday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.955151515,2015,1,12,1
194,2015-01-12,Quarter2,finishing,Monday,4,0.35,4.3,0.0,3240,0,0.0,0,0,18.0,0.942213805,2015,1,12,4
195,2015-01-12,Quarter2,finishing,Monday,3,0.8,4.15,0.0,1800,0,0.0,0,0,10.0,0.905454545,2015,1,12,3
196,2015-01-12,Quarter2,finishing,Monday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.880530303,2015,1,12,2
